,0
194,"Prostanthera askania, commonly known as tranquility mintbush,  is a shrub that is endemic to  Australia. It has mostly pale mauve flowers, strongly scented leaves and branches, dull green, toothed egg-shaped leaves and a restricted distribution.

"
195,"Peter James Dunn  is an Australian historian who specialises in researching all aspects of military operations, training, and exercises that occurred in Australia during the Second World War. Dunn is particularly interested in researching wartime military aircraft losses and, in 2012, was responsible for identifying an unknown aircraft wreck off Magnetic Island as being that of a Curtiss-Wright CW-22 that had ditched in 1943. As part of the Australia Day 2020 Honours List, Dunn was awarded the Medal of the Order of Australia ""for service to community history""."
196,"Frog Lake is a 10-acre lake in Wasco County, Oregon, located south of Mount Hood off U.S. Route 26 between Government Camp and Maupin. The lake is primarily used for recreational purposes, such as camping, boating, fishing, and swimming.The lake is the source of Frog Creek, a tributary of Clear Creek, a tributary of the White River."
197,"Film24 was a British television channel, that was available on Sky channel 157. The company had offices at Pinewood Studios and produced content for the TV channel as well as programmes for international TV, the Internet and mobile distribution.
Before its sale in 2010, the channel averaged around a million viewers a week."
198,"The Ebeid Cabinet was the government of Egypt which was led by Prime Minister Atef Ebeid from 5 October 1999 – 14 July 2004. It was succeeded by the Nazif Cabinet.

"
199,"Robert Lawrence Genin (July 12, 1886 – April 6, 1961) was a Democratic member of the Mississippi House of Representatives, representing Hancock County from 1912 to 1920 and from 1926 to 1928."
200,"Kim Moon-soo (Korean: 김문수; 1939–2012) was a Korean novelist. In his early works, he delves into an ordinary life of an individual being destroyed by the tragedy of the Korean War and the introduction of industrialism. In his later works, he deals with the conflicts between materialism and traditional ethics during the expansion of industrialization."
201,"Ashali (Russian: Ашали; Avar: ГӀашали) is a small village in Botlikh district in Dagestan, Russia"
202,"Lilium speciosum is an East Asian species of plants in the lily family. It is native to southern Japan and southern China, where it can be found at elevations of 600–900 metres (2,000–3,000 ft). It is sometimes called the Japanese lily though there are other species with this common name.
Lilium speciosum grows up to 1.2 metres (3 ft 11 in) tall and 0.3 metres (1 ft 0 in) wide, blooming from August to September in north temperate regions. The flowers are white to pink in colour, and strongly scented. It is later flowering than most other species. Many garden forms are in cultivation, and the species has been widely used for breeding of garden forms.
Lilium speciosum contains phenolic glycosides, such as 6′-O-feruloylsucrose and (25R,26R)-26-methoxyspirost-5-en-3β-ol 3-O-α-l-rhamnopyranosyl-(1→2)-β-d-glucopyranoside, and steroidal saponins.
VarietiesLilium speciosum var. gloriosoides Baker -  China, Taiwan
Lilium speciosum var. speciosum - Japan (Shikoku, Kyushu)"
203,"Min Zayar Oo   is a Burmese politician who currently serves as Deputy Minister of Planning, Finance and Investment appointed by the National Unity Government of Myanmar.

He was appointed by the Committee Representing Pyidaungsu Hluttaw as the Deputy Minister of Planning, Finance and Investment in the National Unity Government of Myanmar on 16 April 2021.He was born on 1 November 1976, in Mudon, Mon State, Myanmar. He graduated his first degree from Yangon University in 2002. He has also obtained Executive Diploma in Business Management, Professional Certificate in Marketing Management, Certificate in Human Resource Management, Certificate in Communicating Effectively and Certificate in Leadership and Organizational Development respectively.

"
204,"Ramshekhar Prasad Singh  is an Indian politician. He was elected to the Lok Sabha, the lower house of the Parliament of India from Chapra,  Bihar as a member of the Indian National Congress.He was defeated by Lalu Prasad Yadav in 1977."
205,"Clifford E. Rishell (October 10, 1890 – January 14, 1971) was an American politician who served as the Mayor of Oakland from 1949 to 1961."
206,"The 2004 Men's Hockey RaboTrophy was the second edition of the men's field hockey tournament. The RaboTrophy was held in Amsterdam from 26 June to 4 July 2004, and featured four of the top nations in men's field hockey.Germany won the tournament for the first time, defeating the Netherlands 5–4 in the final.The tournament was held in conjunction with the Women's RaboTrophy."
207,"Saluk-e Sofla (Persian: سالوك سفلي, also Romanized as Sālūk-e Soflá; also known as Sālūg-e Pā’īn and Sālūk-e Pā’īn) is a village in Posht-e Arbaba Rural District, Alut District, Baneh County, Kurdistan Province, Iran. At the 2006 census, its population was 39, in 7 families. The village is populated by Kurds.

"
208,"The Yasin  (Arabic: ياسين), also known as Yassin, or Al-Yassin, is an anti-tank weapon developed by Hamas, first deployed in 2004. It was named after Hamas' spiritual leader, Sheik Ahmed Yasin, killed by the Israeli Defense Forces, or IDF, on March 22, 2004.Primarily used by the Izz ad-Din al-Qassam Brigades, it has also been deployed by Hamas units in Gaza, including the Executive Force, and Naval Police. Other users include fighters connected to Fatah and the PFLP.Although intended as an anti-tank weapon, the Yasin was chiefly operated against soft-skin vehicles, and personnel. In October 2018, it was reported the warheads were being repurposed as IEDs; research continues on a replacement effective against current Israeli armor."
209,"Heiko Gerber (born 11 July 1972) is a German former footballer who mainly played as a defender.

"
210,"Hélisenne de Crenne was a French novelist, epistolary writer and translator during the Renaissance. Critics generally agree that ""Hélisenne de Crenne"" was the pseudonym of Marguerite Briet (c. 1510, Abbeville - after 1552), a French gentlewoman married to Philippe Fournel de Crenne. It is however also generally recognized that this attribution remains somewhat speculative, as it is based on limited extant documentation and extrapolation of the ""biographical"" elements from her work."
211,"Lene Kaaberbøl (born in 1960) is a Danish writer born in Copenhagen, Denmark. Her work primarily consists of children's fantasy series and crime fiction for adults. She received the Nordic Children's Book Prize in 2004. In 2009 Kaaberbøl with her co-author Agnete Friis was awarded the Harald Mogensen Prize by the Danish Criminal Academy (Det danske Kriminalakademi, DKA) for novel The boy in the suitcase. In 2018 her Wild Witch (Vildheks) book series (2011–2014) provided the basis for a Danish children's fantasy film of the same name."
